Year,NOC,strong_point,hhi,award_rate,host,participate_num,history_performance
1932,SLO,0,0.0,0.0,USA,0,0.0
1936,SLO,0,0.0,0.0,GER,0,0.0
1948,SLO,0,0.0,0.0,GBR,0,0.0
1952,SLO,0,0.0,0.0,FIN,0,0.0
1956,SLO,0,0.0,0.0,AUS,0,0.0
1960,SLO,0,0.0,0.0,ITA,0,0.0
1964,SLO,0,0.0,0.0,JPN,0,0.0
1968,SLO,0,0.0,0.0,MEX,0,0.0
1972,SLO,0,0.0,0.0,FRG,0,0.0
1976,SLO,0,0.0,0.0,CAN,0,0.0
1980,SLO,0,0.0,0.0,URS,0,0.0
1984,SLO,0,0.0,0.0,USA,0,0.0
1988,SLO,0,0.0,0.0,KOR,0,0.0
1992,SLO,1,1.0,0.05714285714285714,ESP,35,0.6666666666666666
1996,SLO,3,0.5,0.02702702702702703,USA,37,1.0
2000,SLO,3,0.5,0.02702702702702703,AUS,74,1.6666666666666667
2004,SLO,3,0.25,0.05063291139240506,GRE,79,2.3333333333333335
2008,SLO,3,0.20000000000000004,0.08196721311475409,CHN,61,3.6666666666666665
2012,SLO,3,0.25,0.046153846153846156,GBR,65,4.0
2016,SLO,3,0.375,0.06349206349206349,BRA,63,4.0
2020,SLO,3,0.28,0.09433962264150944,JPN,53,4.0
2024,SLO,3,0.3333333333333333,0.031914893617021274,FRA,94,4.0
1896,SMR,0,0.0,0.0,GRE,0,0.0
1900,SMR,0,0.0,0.0,FRA,0,0.0
1904,SMR,0,0.0,0.0,USA,0,0.0
1908,SMR,0,0.0,0.0,GBR,0,0.0
1912,SMR,0,0.0,0.0,SWE,0,0.0
1920,SMR,0,0.0,0.0,BEL,0,0.0
1924,SMR,0,0.0,0.0,FRA,0,0.0
1928,SMR,0,0.0,0.0,NED,0,0.0
1932,SMR,0,0.0,0.0,USA,0,0.0
1936,SMR,0,0.0,0.0,GER,0,0.0
1948,SMR,0,0.0,0.0,GBR,0,0.0
1952,SMR,0,0.0,0.0,FIN,0,0.0
1956,SMR,0,0.0,0.0,AUS,0,0.0
1960,SMR,0,0.0,0.0,ITA,9,0.0
1964,SMR,0,0.0,0.0,JPN,0,0.0
1968,SMR,0,0.0,0.0,MEX,4,0.0
1972,SMR,0,0.0,0.0,FRG,7,0.0
1976,SMR,0,0.0,0.0,CAN,10,0.0
1980,SMR,0,0.0,0.0,URS,16,0.0
1984,SMR,0,0.0,0.0,USA,19,0.0
1988,SMR,0,0.0,0.0,KOR,11,0.0
1992,SMR,0,0.0,0.0,ESP,17,0.0
1996,SMR,0,0.0,0.0,USA,7,0.0
2000,SMR,0,0.0,0.0,AUS,4,0.0
2004,SMR,0,0.0,0.0,GRE,5,0.0
2008,SMR,0,0.0,0.0,CHN,4,0.0
2012,SMR,0,0.0,0.0,GBR,4,0.0
2016,SMR,0,0.0,0.0,BRA,4,0.0
2020,SMR,2,0.5555555555555556,0.6,JPN,5,1.0
2024,SMR,2,0.0,0.0,FRA,5,1.0
1896,SOL,0,0.0,0.0,GRE,0,0.0
1900,SOL,0,0.0,0.0,FRA,0,0.0
1904,SOL,0,0.0,0.0,USA,0,0.0
1908,SOL,0,0.0,0.0,GBR,0,0.0
1912,SOL,0,0.0,0.0,SWE,0,0.0
1920,SOL,0,0.0,0.0,BEL,0,0.0
1924,SOL,0,0.0,0.0,FRA,0,0.0
1928,SOL,0,0.0,0.0,NED,0,0.0
1932,SOL,0,0.0,0.0,USA,0,0.0
1936,SOL,0,0.0,0.0,GER,0,0.0
1948,SOL,0,0.0,0.0,GBR,0,0.0
1952,SOL,0,0.0,0.0,FIN,0,0.0
1956,SOL,0,0.0,0.0,AUS,0,0.0
1960,SOL,0,0.0,0.0,ITA,0,0.0
1964,SOL,0,0.0,0.0,JPN,0,0.0
1968,SOL,0,0.0,0.0,MEX,0,0.0
1972,SOL,0,0.0,0.0,FRG,0,0.0
1976,SOL,0,0.0,0.0,CAN,0,0.0
1980,SOL,0,0.0,0.0,URS,0,0.0
1984,SOL,0,0.0,0.0,USA,3,0.0
1988,SOL,0,0.0,0.0,KOR,4,0.0
1992,SOL,0,0.0,0.0,ESP,1,0.0
1996,SOL,0,0.0,0.0,USA,4,0.0
2000,SOL,0,0.0,0.0,AUS,2,0.0
2004,SOL,0,0.0,0.0,GRE,2,0.0
2008,SOL,0,0.0,0.0,CHN,3,0.0
2012,SOL,0,0.0,0.0,GBR,4,0.0
2016,SOL,0,0.0,0.0,BRA,3,0.0
2020,SOL,0,0.0,0.0,JPN,3,0.0
2024,SOL,0,0.0,0.0,FRA,2,0.0
1896,SOM,0,0.0,0.0,GRE,0,0.0
1900,SOM,0,0.0,0.0,FRA,0,0.0
1904,SOM,0,0.0,0.0,USA,0,0.0
1908,SOM,0,0.0,0.0,GBR,0,0.0
1912,SOM,0,0.0,0.0,SWE,0,0.0
1920,SOM,0,0.0,0.0,BEL,0,0.0
1924,SOM,0,0.0,0.0,FRA,0,0.0
1928,SOM,0,0.0,0.0,NED,0,0.0
1932,SOM,0,0.0,0.0,USA,0,0.0
1936,SOM,0,0.0,0.0,GER,0,0.0
1948,SOM,0,0.0,0.0,GBR,0,0.0
1952,SOM,0,0.0,0.0,FIN,0,0.0
1956,SOM,0,0.0,0.0,AUS,0,0.0
1960,SOM,0,0.0,0.0,ITA,0,0.0
1964,SOM,0,0.0,0.0,JPN,0,0.0
1968,SOM,0,0.0,0.0,MEX,0,0.0
1972,SOM,0,0.0,0.0,FRG,3,0.0
1976,SOM,0,0.0,0.0,CAN,0,0.0
1980,SOM,0,0.0,0.0,URS,0,0.0
1984,SOM,0,0.0,0.0,USA,7,0.0
1988,SOM,0,0.0,0.0,KOR,5,0.0
1992,SOM,0,0.0,0.0,ESP,0,0.0
1996,SOM,0,0.0,0.0,USA,4,0.0
2000,SOM,0,0.0,0.0,AUS,2,0.0
2004,SOM,0,0.0,0.0,GRE,2,0.0
2008,SOM,0,0.0,0.0,CHN,2,0.0
2012,SOM,0,0.0,0.0,GBR,2,0.0
2016,SOM,0,0.0,0.0,BRA,2,0.0
2020,SOM,0,0.0,0.0,JPN,2,0.0
2024,SOM,0,0.0,0.0,FRA,1,0.0
1896,SRB,0,0.0,0.0,GRE,0,0.0
1900,SRB,0,0.0,0.0,FRA,0,0.0
1904,SRB,0,0.0,0.0,USA,0,0.0
1908,SRB,0,0.0,0.0,GBR,0,0.0
1912,SRB,0,0.0,0.0,SWE,2,0.0
1920,SRB,0,0.0,0.0,BEL,0,0.0
1924,SRB,0,0.0,0.0,FRA,0,0.0
1928,SRB,0,0.0,0.0,NED,0,0.0
1932,SRB,0,0.0,0.0,USA,0,0.0
1936,SRB,0,0.0,0.0,GER,0,0.0
1948,SRB,0,0.0,0.0,GBR,0,0.0
1952,SRB,0,0.0,0.0,FIN,0,0.0
1956,SRB,0,0.0,0.0,AUS,0,0.0
1960,SRB,0,0.0,0.0,ITA,0,0.0
1964,SRB,0,0.0,0.0,JPN,0,0.0
1968,SRB,0,0.0,0.0,MEX,0,0.0
1972,SRB,0,0.0,0.0,FRG,0,0.0
1976,SRB,0,0.0,0.0,CAN,0,0.0
1980,SRB,0,0.0,0.0,URS,0,0.0
1984,SRB,0,0.0,0.0,USA,0,0.0
1988,SRB,0,0.0,0.0,KOR,0,0.0
1992,SRB,0,0.0,0.0,ESP,0,0.0
1996,SRB,0,0.0,0.0,USA,0,0.0
2000,SRB,0,0.0,0.0,AUS,0,0.0
2004,SRB,0,0.0,0.0,GRE,0,0.0
2008,SRB,3,0.3333333333333333,0.022988505747126436,CHN,87,0.6666666666666666
2012,SRB,3,0.375,0.034482758620689655,GBR,116,2.0
2016,SRB,3,0.15625,0.07766990291262135,BRA,103,4.666666666666667
2020,SRB,3,0.16049382716049382,0.10344827586206896,JPN,87,7.0
2024,SRB,3,0.20000000000000004,0.043859649122807015,FRA,114,7.333333333333333
1896,SRI,0,0.0,0.0,GRE,0,0.0
1900,SRI,0,0.0,0.0,FRA,0,0.0
1904,SRI,0,0.0,0.0,USA,0,0.0
1908,SRI,0,0.0,0.0,GBR,0,0.0
1912,SRI,0,0.0,0.0,SWE,0,0.0
1920,SRI,0,0.0,0.0,BEL,0,0.0
1924,SRI,0,0.0,0.0,FRA,0,0.0
1928,SRI,0,0.0,0.0,NED,0,0.0
1932,SRI,0,0.0,0.0,USA,0,0.0
1936,SRI,0,0.0,0.0,GER,0,0.0
1948,SRI,1,1.0,0.14285714285714285,GBR,7,0.3333333333333333
1952,SRI,1,0.0,0.0,FIN,5,0.3333333333333333
1956,SRI,1,0.0,0.0,AUS,3,0.3333333333333333
1960,SRI,1,0.0,0.0,ITA,5,0.0
1964,SRI,1,0.0,0.0,JPN,6,0.0
1968,SRI,1,0.0,0.0,MEX,3,0.0
1972,SRI,1,0.0,0.0,FRG,4,0.0
1976,SRI,1,0.0,0.0,CAN,0,0.0
1980,SRI,1,0.0,0.0,URS,4,0.0
1984,SRI,1,0.0,0.0,USA,4,0.0
1988,SRI,1,0.0,0.0,KOR,6,0.0
1992,SRI,1,0.0,0.0,ESP,11,0.0
1996,SRI,1,0.0,0.0,USA,9,0.0
2000,SRI,1,1.0,0.05555555555555555,AUS,18,0.3333333333333333
2004,SRI,1,0.0,0.0,GRE,7,0.3333333333333333
2008,SRI,1,0.0,0.0,CHN,8,0.3333333333333333
2012,SRI,1,0.0,0.0,GBR,7,0.0
2016,SRI,1,0.0,0.0,BRA,9,0.0
2020,SRI,1,0.0,0.0,JPN,9,0.0
2024,SRI,1,0.0,0.0,FRA,6,0.0
1896,SSD,0,0.0,0.0,GRE,0,0.0
1900,SSD,0,0.0,0.0,FRA,0,0.0
1904,SSD,0,0.0,0.0,USA,0,0.0
1908,SSD,0,0.0,0.0,GBR,0,0.0
1912,SSD,0,0.0,0.0,SWE,0,0.0
1920,SSD,0,0.0,0.0,BEL,0,0.0
1924,SSD,0,0.0,0.0,FRA,0,0.0
1928,SSD,0,0.0,0.0,NED,0,0.0
1932,SSD,0,0.0,0.0,USA,0,0.0
1936,SSD,0,0.0,0.0,GER,0,0.0
1948,SSD,0,0.0,0.0,GBR,0,0.0
1952,SSD,0,0.0,0.0,FIN,0,0.0
1956,SSD,0,0.0,0.0,AUS,0,0.0
1960,SSD,0,0.0,0.0,ITA,0,0.0
1964,SSD,0,0.0,0.0,JPN,0,0.0
1968,SSD,0,0.0,0.0,MEX,0,0.0
1972,SSD,0,0.0,0.0,FRG,0,0.0
1976,SSD,0,0.0,0.0,CAN,0,0.0
1980,SSD,0,0.0,0.0,URS,0,0.0
1984,SSD,0,0.0,0.0,USA,0,0.0
1988,SSD,0,0.0,0.0,KOR,0,0.0
1992,SSD,0,0.0,0.0,ESP,0,0.0
1996,SSD,0,0.0,0.0,USA,0,0.0
2000,SSD,0,0.0,0.0,AUS,0,0.0
2004,SSD,0,0.0,0.0,GRE,0,0.0
2008,SSD,0,0.0,0.0,CHN,0,0.0
2012,SSD,0,0.0,0.0,GBR,0,0.0
2016,SSD,0,0.0,0.0,BRA,3,0.0
2020,SSD,0,0.0,0.0,JPN,2,0.0
2024,SSD,0,0.0,0.0,FRA,14,0.0
1896,STP,0,0.0,0.0,GRE,0,0.0
1900,STP,0,0.0,0.0,FRA,0,0.0
1904,STP,0,0.0,0.0,USA,0,0.0
1908,STP,0,0.0,0.0,GBR,0,0.0
1912,STP,0,0.0,0.0,SWE,0,0.0
1920,STP,0,0.0,0.0,BEL,0,0.0
1924,STP,0,0.0,0.0,FRA,0,0.0
1928,STP,0,0.0,0.0,NED,0,0.0
1932,STP,0,0.0,0.0,USA,0,0.0
1936,STP,0,0.0,0.0,GER,0,0.0
1948,STP,0,0.0,0.0,GBR,0,0.0
1952,STP,0,0.0,0.0,FIN,0,0.0
1956,STP,0,0.0,0.0,AUS,0,0.0
1960,STP,0,0.0,0.0,ITA,0,0.0
1964,STP,0,0.0,0.0,JPN,0,0.0
1968,STP,0,0.0,0.0,MEX,0,0.0
1972,STP,0,0.0,0.0,FRG,0,0.0
1976,STP,0,0.0,0.0,CAN,0,0.0
1980,STP,0,0.0,0.0,URS,0,0.0
1984,STP,0,0.0,0.0,USA,0,0.0
1988,STP,0,0.0,0.0,KOR,0,0.0
1992,STP,0,0.0,0.0,ESP,0,0.0
1996,STP,0,0.0,0.0,USA,2,0.0
2000,STP,0,0.0,0.0,AUS,2,0.0
2004,STP,0,0.0,0.0,GRE,2,0.0
2008,STP,0,0.0,0.0,CHN,3,0.0
2012,STP,0,0.0,0.0,GBR,2,0.0
2016,STP,0,0.0,0.0,BRA,3,0.0
2020,STP,0,0.0,0.0,JPN,3,0.0
2024,STP,0,0.0,0.0,FRA,3,0.0
1896,SUD,0,0.0,0.0,GRE,0,0.0
1900,SUD,0,0.0,0.0,FRA,0,0.0
1904,SUD,0,0.0,0.0,USA,0,0.0
1908,SUD,0,0.0,0.0,GBR,0,0.0
1912,SUD,0,0.0,0.0,SWE,0,0.0
1920,SUD,0,0.0,0.0,BEL,0,0.0
1924,SUD,0,0.0,0.0,FRA,0,0.0
1928,SUD,0,0.0,0.0,NED,0,0.0
1932,SUD,0,0.0,0.0,USA,0,0.0
1936,SUD,0,0.0,0.0,GER,0,0.0
1948,SUD,0,0.0,0.0,GBR,0,0.0
1952,SUD,0,0.0,0.0,FIN,0,0.0
1956,SUD,0,0.0,0.0,AUS,0,0.0
1960,SUD,0,0.0,0.0,ITA,10,0.0
1964,SUD,0,0.0,0.0,JPN,0,0.0
1968,SUD,0,0.0,0.0,MEX,5,0.0
1972,SUD,0,0.0,0.0,FRG,26,0.0
1976,SUD,0,0.0,0.0,CAN,0,0.0
1980,SUD,0,0.0,0.0,URS,0,0.0
1984,SUD,0,0.0,0.0,USA,7,0.0
1988,SUD,0,0.0,0.0,KOR,8,0.0
1992,SUD,0,0.0,0.0,ESP,6,0.0
1996,SUD,0,0.0,0.0,USA,4,0.0
2000,SUD,0,0.0,0.0,AUS,3,0.0
2004,SUD,0,0.0,0.0,GRE,4,0.0
2008,SUD,1,1.0,0.1111111111111111,CHN,9,0.3333333333333333
2012,SUD,1,0.0,0.0,GBR,6,0.3333333333333333
2016,SUD,1,0.0,0.0,BRA,6,0.3333333333333333
2020,SUD,1,0.0,0.0,JPN,5,0.0
2024,SUD,1,0.0,0.0,FRA,4,0.0
1896,SUI,1,1.0,0.0,GRE,3,0.0
1900,SUI,3,0.654320987654321,0.3333333333333333,FRA,18,4.0
1904,SUI,1,0.5555555555555556,0.6666666666666666,USA,3,3.6666666666666665
1908,SUI,3,0.0,0.0,GBR,1,3.6666666666666665
1912,SUI,3,1.0,0.14285714285714285,SWE,7,1.3333333333333333
1920,SUI,3,0.30578512396694213,0.09090909090909091,BEL,77,3.0
1924,SUI,3,0.18080000000000004,0.12056737588652482,FRA,141,9.333333333333334
1928,SUI,2,0.342560553633218,0.07518796992481203,NED,133,13.333333333333334
1932,SUI,3,1.0,0.14285714285714285,USA,7,11.0
1936,SUI,3,0.29012345679012347,0.06315789473684211,GER,190,9.0
1948,SUI,3,0.19834710743801653,0.05913978494623656,GBR,186,8.666666666666666
1952,SUI,3,0.30612244897959184,0.050955414012738856,FIN,157,11.333333333333334
1956,SUI,3,1.0,0.1111111111111111,AUS,9,7.333333333333333
1960,SUI,3,0.33333333333333337,0.020134228187919462,ITA,149,4.666666666666667
1964,SUI,3,0.375,0.045454545454545456,JPN,66,2.6666666666666665
1968,SUI,3,0.20000000000000004,0.047058823529411764,MEX,85,3.6666666666666665
1972,SUI,3,0.3333333333333333,0.019867549668874173,FRG,151,3.3333333333333335
1976,SUI,3,0.375,0.02,CAN,50,2.6666666666666665
1980,SUI,3,0.5,0.0273972602739726,URS,73,2.0
1984,SUI,3,0.21875,0.05426356589147287,USA,129,3.3333333333333335
1988,SUI,3,0.375,0.020202020202020204,KOR,99,3.6666666666666665
1992,SUI,3,1.0,0.00980392156862745,ESP,102,3.3333333333333335
1996,SUI,3,0.22448979591836732,0.05217391304347826,USA,115,3.0
2000,SUI,3,0.18518518518518517,0.0784313725490196,AUS,102,5.333333333333333
2004,SUI,3,0.28,0.05102040816326531,GRE,98,6.666666666666667
2008,SUI,3,0.38775510204081637,0.04819277108433735,CHN,83,6.333333333333333
2012,SUI,3,0.25,0.02040816326530612,GBR,98,4.0
2016,SUI,3,0.18367346938775508,0.058823529411764705,BRA,102,4.333333333333333
2020,SUI,1,0.18343195266272194,0.09482758620689655,JPN,116,7.0
2024,SUI,1,0.15625,0.043795620437956206,FRA,137,8.333333333333334
1896,SUR,0,0.0,0.0,GRE,0,0.0
1900,SUR,0,0.0,0.0,FRA,0,0.0
1904,SUR,0,0.0,0.0,USA,0,0.0
1908,SUR,0,0.0,0.0,GBR,0,0.0
1912,SUR,0,0.0,0.0,SWE,0,0.0
1920,SUR,0,0.0,0.0,BEL,0,0.0
1924,SUR,0,0.0,0.0,FRA,0,0.0
1928,SUR,0,0.0,0.0,NED,0,0.0
1932,SUR,0,0.0,0.0,USA,0,0.0
1936,SUR,0,0.0,0.0,GER,0,0.0
1948,SUR,0,0.0,0.0,GBR,0,0.0
1952,SUR,0,0.0,0.0,FIN,0,0.0
1956,SUR,0,0.0,0.0,AUS,0,0.0
1960,SUR,0,0.0,0.0,ITA,0,0.0
1964,SUR,0,0.0,0.0,JPN,0,0.0
1968,SUR,0,0.0,0.0,MEX,1,0.0
1972,SUR,0,0.0,0.0,FRG,2,0.0
1976,SUR,0,0.0,0.0,CAN,3,0.0
1980,SUR,0,0.0,0.0,URS,0,0.0
1984,SUR,0,0.0,0.0,USA,5,0.0
1988,SUR,1,1.0,0.16666666666666666,KOR,6,0.3333333333333333
1992,SUR,1,1.0,0.16666666666666666,ESP,6,0.6666666666666666
1996,SUR,1,0.0,0.0,USA,7,0.6666666666666666
2000,SUR,1,0.0,0.0,AUS,4,0.3333333333333333
2004,SUR,1,0.0,0.0,GRE,4,0.0
2008,SUR,1,0.0,0.0,CHN,4,0.0
2012,SUR,1,0.0,0.0,GBR,5,0.0
2016,SUR,1,0.0,0.0,BRA,6,0.0
2020,SUR,1,0.0,0.0,JPN,3,0.0
2024,SUR,1,0.0,0.0,FRA,5,0.0
1896,SVK,0,0.0,0.0,GRE,0,0.0
1900,SVK,0,0.0,0.0,FRA,0,0.0
1904,SVK,0,0.0,0.0,USA,0,0.0
1908,SVK,0,0.0,0.0,GBR,0,0.0
1912,SVK,0,0.0,0.0,SWE,0,0.0
1920,SVK,0,0.0,0.0,BEL,0,0.0
1924,SVK,0,0.0,0.0,FRA,0,0.0
1928,SVK,0,0.0,0.0,NED,0,0.0
1932,SVK,0,0.0,0.0,USA,0,0.0
1936,SVK,0,0.0,0.0,GER,0,0.0
1948,SVK,0,0.0,0.0,GBR,0,0.0
1952,SVK,0,0.0,0.0,FIN,0,0.0
1956,SVK,0,0.0,0.0,AUS,0,0.0
1960,SVK,0,0.0,0.0,ITA,0,0.0
1964,SVK,0,0.0,0.0,JPN,0,0.0
1968,SVK,0,0.0,0.0,MEX,0,0.0
1972,SVK,0,0.0,0.0,FRG,0,0.0
1976,SVK,0,0.0,0.0,CAN,0,0.0
1980,SVK,0,0.0,0.0,URS,0,0.0
1984,SVK,0,0.0,0.0,USA,0,0.0
1988,SVK,0,0.0,0.0,KOR,0,0.0
1992,SVK,0,0.0,0.0,ESP,0,0.0
1996,SVK,2,0.5555555555555556,0.04225352112676056,USA,71,1.0
2000,SVK,3,0.52,0.018518518518518517,AUS,108,2.0
2004,SVK,3,0.5,0.0625,GRE,64,3.3333333333333335
2008,SVK,3,0.5,0.03508771929824561,CHN,57,3.0
2012,SVK,3,0.5,0.06382978723404255,GBR,47,3.0
2016,SVK,3,0.625,0.058823529411764705,BRA,51,2.6666666666666665
2020,SVK,2,0.25,0.0975609756097561,JPN,41,3.3333333333333335
2024,SVK,2,1.0,0.03571428571428571,FRA,28,2.6666666666666665
1896,SWE,0,0.0,0.0,GRE,1,0.0
1900,SWE,2,0.5,0.1,FRA,10,0.5
1904,SWE,2,0.0,0.0,USA,0,0.3333333333333333
1908,SWE,3,0.1328,0.07317073170731707,GBR,164,4.666666666666667
1912,SWE,3,0.15502958579881654,0.0967741935483871,SWE,434,21.333333333333332
1920,SWE,3,0.1220703125,0.1328125,BEL,256,33.666666666666664
1924,SWE,3,0.1248513674197384,0.07643312101910828,FRA,157,34.0
1928,SWE,2,0.15200000000000002,0.09,NED,100,20.333333333333332
1932,SWE,3,0.22222222222222224,0.14814814814814814,USA,81,12.0
1936,SWE,3,0.22902494331065756,0.08875739644970414,GER,169,12.333333333333334
1948,SWE,3,0.18336483931947067,0.2,GBR,180,21.333333333333332
1952,SWE,3,0.11510204081632652,0.1024390243902439,FIN,205,24.333333333333332
1956,SWE,3,0.13573407202216065,0.10309278350515463,AUS,97,22.666666666666668
1960,SWE,3,0.2777777777777778,0.03007518796992481,ITA,133,11.666666666666666
1964,SWE,3,0.21875,0.02127659574468085,JPN,94,5.333333333333333
1968,SWE,3,0.375,0.01,MEX,100,2.3333333333333335
1972,SWE,3,0.1015625,0.06870229007633588,FRG,131,4.666666666666667
1976,SWE,3,0.20000000000000004,0.04310344827586207,CAN,116,5.666666666666667
1980,SWE,3,0.25,0.0763888888888889,URS,144,9.0
1984,SWE,3,0.1911357340720221,0.06395348837209303,USA,172,10.0
1988,SWE,3,0.12396694214876033,0.027472527472527472,KOR,182,10.333333333333334
1992,SWE,3,0.18055555555555558,0.026881720430107527,ESP,186,8.666666666666666
1996,SWE,3,0.15625,0.005649717514124294,USA,177,4.333333333333333
2000,SWE,3,0.18055555555555558,0.04666666666666667,AUS,150,5.333333333333333
2004,SWE,3,0.26530612244897955,0.043859649122807015,GRE,114,5.0
2008,SWE,3,0.28,0.04065040650406504,CHN,123,6.333333333333333
2012,SWE,3,0.1875,0.05263157894736842,GBR,133,5.666666666666667
2016,SWE,3,0.17355371900826444,0.04666666666666667,BRA,150,7.0
2020,SWE,3,0.2345679012345679,0.0661764705882353,JPN,136,8.333333333333334
2024,SWE,3,0.14049586776859505,0.072,FRA,125,9.333333333333334
1896,SWZ,0,0.0,0.0,GRE,0,0.0
1900,SWZ,0,0.0,0.0,FRA,0,0.0
1904,SWZ,0,0.0,0.0,USA,0,0.0
1908,SWZ,0,0.0,0.0,GBR,0,0.0
1912,SWZ,0,0.0,0.0,SWE,0,0.0
1920,SWZ,0,0.0,0.0,BEL,0,0.0
1924,SWZ,0,0.0,0.0,FRA,0,0.0
1928,SWZ,0,0.0,0.0,NED,0,0.0
1932,SWZ,0,0.0,0.0,USA,0,0.0
1936,SWZ,0,0.0,0.0,GER,0,0.0
1948,SWZ,0,0.0,0.0,GBR,0,0.0
1952,SWZ,0,0.0,0.0,FIN,0,0.0
1956,SWZ,0,0.0,0.0,AUS,0,0.0
1960,SWZ,0,0.0,0.0,ITA,0,0.0
1964,SWZ,0,0.0,0.0,JPN,0,0.0
1968,SWZ,0,0.0,0.0,MEX,0,0.0
1972,SWZ,0,0.0,0.0,FRG,2,0.0
1976,SWZ,0,0.0,0.0,CAN,0,0.0
1980,SWZ,0,0.0,0.0,URS,0,0.0
1984,SWZ,0,0.0,0.0,USA,8,0.0
1988,SWZ,0,0.0,0.0,KOR,11,0.0
1992,SWZ,0,0.0,0.0,ESP,6,0.0
1996,SWZ,0,0.0,0.0,USA,6,0.0
2000,SWZ,0,0.0,0.0,AUS,6,0.0
2004,SWZ,0,0.0,0.0,GRE,3,0.0
2008,SWZ,0,0.0,0.0,CHN,4,0.0
2012,SWZ,0,0.0,0.0,GBR,3,0.0
2016,SWZ,0,0.0,0.0,BRA,2,0.0
2020,SWZ,0,0.0,0.0,JPN,4,0.0
2024,SWZ,0,0.0,0.0,FRA,3,0.0
1896,SYR,0,0.0,0.0,GRE,0,0.0
1900,SYR,0,0.0,0.0,FRA,0,0.0
1904,SYR,0,0.0,0.0,USA,0,0.0
1908,SYR,0,0.0,0.0,GBR,0,0.0
1912,SYR,0,0.0,0.0,SWE,0,0.0
1920,SYR,0,0.0,0.0,BEL,0,0.0
1924,SYR,0,0.0,0.0,FRA,0,0.0
1928,SYR,0,0.0,0.0,NED,0,0.0
1932,SYR,0,0.0,0.0,USA,0,0.0
1936,SYR,0,0.0,0.0,GER,0,0.0
1948,SYR,0,0.0,0.0,GBR,1,0.0
1952,SYR,0,0.0,0.0,FIN,0,0.0
1956,SYR,0,0.0,0.0,AUS,0,0.0
1960,SYR,0,0.0,0.0,ITA,0,0.0
1964,SYR,0,0.0,0.0,JPN,0,0.0
1968,SYR,0,0.0,0.0,MEX,2,0.0
1972,SYR,0,0.0,0.0,FRG,5,0.0
1976,SYR,0,0.0,0.0,CAN,0,0.0
1980,SYR,0,0.0,0.0,URS,67,0.0
1984,SYR,1,1.0,0.1111111111111111,USA,9,0.3333333333333333
1988,SYR,1,0.0,0.0,KOR,13,0.3333333333333333
1992,SYR,1,0.0,0.0,ESP,8,0.3333333333333333
1996,SYR,2,1.0,0.14285714285714285,USA,7,0.3333333333333333
2000,SYR,2,0.0,0.0,AUS,8,0.3333333333333333
2004,SYR,3,1.0,0.16666666666666666,GRE,6,0.6666666666666666
2008,SYR,3,0.0,0.0,CHN,7,0.3333333333333333
2012,SYR,3,0.0,0.0,GBR,10,0.3333333333333333
2016,SYR,3,0.0,0.0,BRA,7,0.0
2020,SYR,3,1.0,0.16666666666666666,JPN,6,0.3333333333333333
2024,SYR,3,0.0,0.0,FRA,6,0.3333333333333333
1896,TAN,0,0.0,0.0,GRE,0,0.0
1900,TAN,0,0.0,0.0,FRA,0,0.0
1904,TAN,0,0.0,0.0,USA,0,0.0
1908,TAN,0,0.0,0.0,GBR,0,0.0
1912,TAN,0,0.0,0.0,SWE,0,0.0
1920,TAN,0,0.0,0.0,BEL,0,0.0
1924,TAN,0,0.0,0.0,FRA,0,0.0
1928,TAN,0,0.0,0.0,NED,0,0.0
1932,TAN,0,0.0,0.0,USA,0,0.0
1936,TAN,0,0.0,0.0,GER,0,0.0
1948,TAN,0,0.0,0.0,GBR,0,0.0
1952,TAN,0,0.0,0.0,FIN,0,0.0
1956,TAN,0,0.0,0.0,AUS,0,0.0
1960,TAN,0,0.0,0.0,ITA,0,0.0
1964,TAN,0,0.0,0.0,JPN,4,0.0
1968,TAN,0,0.0,0.0,MEX,4,0.0
1972,TAN,0,0.0,0.0,FRG,15,0.0
1976,TAN,0,0.0,0.0,CAN,0,0.0
1980,TAN,1,1.0,0.04878048780487805,URS,41,0.6666666666666666
1984,TAN,1,0.0,0.0,USA,18,0.6666666666666666
1988,TAN,1,0.0,0.0,KOR,10,0.6666666666666666
1992,TAN,1,0.0,0.0,ESP,9,0.0
1996,TAN,1,0.0,0.0,USA,7,0.0
2000,TAN,1,0.0,0.0,AUS,4,0.0
2004,TAN,1,0.0,0.0,GRE,8,0.0
2008,TAN,1,0.0,0.0,CHN,9,0.0
2012,TAN,1,0.0,0.0,GBR,6,0.0
2016,TAN,1,0.0,0.0,BRA,7,0.0
2020,TAN,1,0.0,0.0,JPN,3,0.0
2024,TAN,1,0.0,0.0,FRA,7,0.0
1896,TCH,0,0.0,0.0,GRE,0,0.0
1900,TCH,0,0.0,0.0,FRA,0,0.0
1904,TCH,0,0.0,0.0,USA,0,0.0
1908,TCH,0,0.0,0.0,GBR,0,0.0
1912,TCH,0,0.0,0.0,SWE,0,0.0
1920,TCH,2,0.5,0.01680672268907563,BEL,119,0.6666666666666666
1924,TCH,2,0.8200000000000001,0.045112781954887216,FRA,133,3.6666666666666665
1928,TCH,3,0.3580246913580247,0.10144927536231885,NED,69,6.0
1932,TCH,3,0.2777777777777778,0.2,USA,25,7.0
1936,TCH,3,0.2345679012345679,0.042328042328042326,GER,189,6.666666666666667
